Kabupaten/Kota,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Tahun
Klaten,0,1.225,0.003,0.016,0.001,0.07,0.002,2024
Sukoharjo,0,1.257,0.004,0.019,0.001,0.06,0.001,2024
Wonogiri,0,1.455,0.008,0.052,0.004,0.078,0.013,2024
Karanganyar,0,1.442,0.003,0.01,0.001,0.087,0.002,2024
Sragen,0,1.43,0.003,0.012,0,0.069,0,2024
Grobogan,0,1.435,0.002,0.021,0.002,0.081,0.004,2024
Blora,0,1.411,0.001,0.034,0.009,0.037,0.005,2024
Rembang,0,1.545,0.019,0.057,0.008,0.047,0.001,2024
Pati,0,1.484,0.001,0.03,0.002,0.053,0.006,2024
Kudus,0,1.203,0.001,0.019,0.003,0.048,0.005,2024
Jepara,0,1.416,0.001,0.014,-,0.04,0.002,2024
Demak,0,1.39,0.002,0.009,0,0.03,0,2024
Semarang,0,1.209,0.002,0.019,0.002,0.087,0.004,2024
Temanggung,0,1.248,0.009,0.009,0.024,0.07,0.001,2024
Kendal,0,1.46,0.001,0.028,0.009,0.067,0.001,2024
Batang,0,1.39,0.002,0.008,0.003,0.057,0.002,2024
Pekalongan,0,1.352,0,0.008,0.004,0.042,0.008,2024
Pemalang,0,1.4,0.006,0.033,0.014,0.051,0.008,2024
Tegal,0,1.397,0.001,0.013,0.001,0.042,0.002,2024
Brebes,0,1.437,0.001,0.016,0,0.052,0.001,2024
Kota Magelang,0,1.037,-,0.016,0.004,0.037,0.001,2024
Kota Surakarta,0,1.169,0.001,0.014,0.002,0.042,0.002,2024
Kota Salatiga,0,1.119,0,0.034,0.001,0.048,0.008,2024
Kota Semarang,0,1.14,0.002,0.026,0.002,0.041,0.003,2024
Kota Pekalongan,0,1.207,0.001,0.01,0,0.035,0.003,2024
Kota Tegal,0,1.22,0,0.008,0.001,0.024,0.001,2024
Kulon Progo,0,1.304,0.002,0.02,0.001,0.08,0.001,2024
Bantul,0,1.155,0,0.024,0.001,0.047,0,2024
Gunung Kidul,0,1.452,0.004,0.052,0.009,0.068,0.001,2024
Sleman,0,1.114,0.001,0.039,0.001,0.063,0.003,2024
Kota Yogyakarta,0,1.001,0.001,0.024,0.001,0.027,0.004,2024
Pacitan,0,1.513,0.005,0.05,0.001,0.059,0,2024
Ponorogo,0,1.456,0.003,0.033,0.003,0.057,0.011,2024
Trenggalek,0,1.496,0.001,0.025,0.002,0.026,0.002,2024
Tulungagung,0,1.388,-,0.021,0.003,0.028,0.003,2024
Blitar,0,1.303,0.003,0.035,0.011,0.022,0.004,2024
Kediri,0,1.406,0.008,0.047,0.018,0.038,0.004,2024
Malang,0,1.294,0.003,0.053,0.033,0.042,0.001,2024
Lumajang,0,1.688,0.004,0.082,0.089,0.06,0.001,2024
Jember,0,1.602,0.001,0.123,0.032,0.057,0.003,2024
Banyuwangi,0,1.519,0.005,0.138,0.018,0.036,0.001,2024
Bondowoso,0,1.591,0.003,0.103,0.036,0.05,0.001,2024
Situbondo,0,1.559,0.004,0.073,0.06,0.034,0.001,2024
Probolinggo,0,1.677,0.002,0.045,0.071,0.03,0.003,2024
Pasuruan,0,1.485,0.001,0.067,0.039,0.041,0.001,2024
Sidoarjo,0,1.296,0.001,0.097,0.005,0.036,0.002,2024
Mojokerto,0,1.376,0.002,0.127,0.014,0.048,0.002,2024
Jombang,0,1.28,0.001,0.065,0.008,0.022,0.002,2024
Nganjuk,0,1.601,0.002,0.086,0.013,0.05,0.002,2024
Madiun,0,1.451,0.002,0.061,0.002,0.071,0.001,2024
Magetan,0,1.371,0.002,0.042,0.002,0.063,0.001,2024
Ngawi,0,1.798,0.003,0.029,0.002,0.089,0.002,2024
Bojonegoro,0,1.612,0.001,0.066,0.006,0.069,0.018,2024
Tuban,0,1.496,0.017,0.121,0.015,0.054,0.012,2024
Lamongan,0,1.552,0.008,0.082,0.016,0.054,0.001,2024
Gresik,0,1.291,0.003,0.066,0.004,0.051,0.001,2024
Bangkalan,0,1.635,0.003,0.023,0.148,0.026,0,2024
Sampang,0,1.891,-,0.007,0.143,0.005,-,2024
Pamekasan,0,1.456,0.003,0.026,0.162,0.02,0,2024
Sumenep,0,1.567,0.008,0.053,0.261,0.056,0,2024
Kota Kediri,0,1.21,0,0.055,0.003,0.014,0.002,2024
Kota Blitar,0,1.052,0.002,0.032,0.002,0.019,0.002,2024
Kota Malang,0,1.133,0.002,0.034,0.007,0.046,0.004,2024
Kota Probolinggo,0,1.516,0,0.049,0.039,0.017,0.008,2024
Kota Pasuruan,0,1.311,0.003,0.044,0.007,0.041,0.002,2024
Kota Mojokerto,0,1.251,0,0.097,0.009,0.027,0.001,2024
Kota Madiun,0,1.105,0.001,0.046,0.004,0.053,0.005,2024
Kota Surabaya,0,1.326,0.004,0.072,0.006,0.038,0.004,2024
Kota Batu,0,1.11,0.002,0.041,0.009,0.043,0,2024
Pandeglang,0,1.988,0.004,0.011,0,0.044,-,2024
Lebak,0,2.07,0.012,0.014,0.001,0.08,-,2024
Tangerang,0,1.593,0.003,0.022,0.002,0.061,0,2024
Serang,0,1.627,0.009,0.018,0,0.057,0.014,2024
Kota Tangerang,0,1.361,0.005,0.047,0.002,0.051,0.001,2024
Kota Cilegon,0,1.292,0.009,0.044,0.002,0.074,0.001,2024
Kota Serang,0,1.507,0.002,0.037,0.003,0.044,0.001,2024
Kota Tangerang Selatan,0,1.366,0.005,0.04,0.003,0.065,0.001,2024
Jembrana,0,1.949,0.004,0.049,0.007,0.007,0,2024
Tabanan,0,1.812,0.003,0.03,0.003,0.006,0,2024
Badung,0,1.635,0.005,0.089,0.005,0.012,-,2024
Gianyar,0,1.953,0.01,0.022,0,0.006,0,2024
Klungkung,0,1.878,0,0.042,0.055,0.001,0,2024
Bangli,0,1.921,0.018,0.036,0.003,0.007,0.003,2024
Karangasem,0,1.985,0.019,0.027,0.005,0.003,0.001,2024
Buleleng,0,2.038,0.007,0.043,0.02,0.008,0,2024
Kota Denpasar,0,1.472,0,0.071,0.005,0.006,0,2024
Lombok Barat,0,1.805,0.003,0.099,0.004,0.011,0,2024
Lombok Tengah,0,1.908,0.007,0.132,0.002,0.015,0.002,2024
Lombok Timur,0,2.276,0.007,0.092,0.007,0.021,0.001,2024
Sumbawa,0,1.806,0.003,0.099,0.005,0.04,0.001,2024
Dompu,0,2.047,0.006,0.054,0,0.009,-,2024
Bima,0,1.872,0.004,0.144,0.006,0.014,0.001,2024
Sumbawa Barat,0,2.021,0.005,0.12,0.008,0.039,0.001,2024
Lombok Utara,0,2.032,0.018,0.083,0.007,0.015,0.001,2024
Kota Mataram,0,1.555,0.002,0.075,0.002,0.019,0.001,2024
Kota Bima,0,1.738,0.006,0.094,0.001,0.008,0.004,2024
Sumba Barat,0,2.085,0,0.182,0.073,0.004,-,2024
Sumba Timur,0,2.295,0.001,0.131,0.227,0.011,-,2024
Kupang,0,1.948,0.007,0.169,0.081,0.02,0,2024
Timor Tengah Selatan,0,1.911,-,0.059,0.218,0.052,-,2024
Timor Tengah Utara,0,2.067,0,0.128,0.055,0.017,0,2024
Belu,0,2.011,0.002,0.129,0.1,0.017,-,2024
Alor,0,1.507,0.001,0.224,0.152,0.047,0.007,2024
Lembata,0,1.608,0,0.111,0.144,0.034,0,2024
Flores Timur,0,2.365,0.004,0.155,0.136,0.039,0.005,2024
Sikka,0,1.862,0,0.069,0.077,0.012,0.01,2024
Ende,0,2.14,-,0.182,0.023,0.014,0.001,2024
Ngada,0,2.202,0.008,0.244,0.157,0.013,0.008,2024
Manggarai,0,2.388,0.001,0.118,0.094,0.009,-,2024
Rote Ndao,0,2.053,-,0.029,0.006,0.01,-,2024
Manggarai Barat,0,2.313,0.004,0.115,0.051,0.041,0.002,2024
Sumba Tengah,0,2.25,0.029,0.255,0.163,0.006,-,2024
Sumba Barat Daya,0,1.896,0,0.075,0.373,0.008,-,2024
Nagekeo,0,1.837,0.002,0.062,0.135,0.003,0.002,2024
Manggarai Timur,0,2.654,0.002,0.18,0.068,0.01,-,2024
Sabu Raijua,0,2.16,0.001,0.017,0.008,0.007,0.004,2024
Malaka,0,2.167,0.001,0.023,0.089,0.01,0.001,2024
Kota Kupang,0,1.738,0.006,0.086,0.018,0.022,0,2024
Sambas,0,1.519,0.012,0.017,0.002,0.055,0,2024
Bengkayang,0,1.814,0.003,0.018,-,0.04,0.001,2024
Landak,0,1.992,0.014,0.01,0.002,0.018,-,2024
Mempawah,0,1.51,0,0.012,0.009,0.035,0,2024
Sanggau,0,1.605,0.003,0.005,0.001,0.018,0,2024
Ketapang,0,1.634,0.014,0.009,0.001,0.019,-,2024
Sintang,0,1.899,0.007,0.015,0,0.021,0,2024
Kapuas Hulu,0,1.6,0.016,0.033,0.001,0.038,-,2024
Sekadau,0,1.754,0.024,0.004,0,0.04,-,2024
Melawi,0,1.663,0.003,0.011,-,0.019,0.001,2024
Kayong Utara,0,1.647,0.005,0.006,0,0.049,0,2024
Kubu Raya,0,1.478,0.005,0.012,0.016,0.055,0.001,2024
Kota Pontianak,0,1.218,0.001,0.036,0.01,0.04,0.002,2024
Kota Singkawang,0,1.336,0.002,0.025,0,0.041,0.003,2024
Kotawaringin Barat,0,1.505,0.002,0.018,0.004,0.057,0.003,2024
Kotawaringin Timur,0,1.582,0.001,0.029,0.001,0.046,0,2024
Kapuas,0,1.578,0.001,0.025,0.003,0.075,0.001,2024
Barito Selatan,0,1.61,-,0.016,0,0.073,0.003,2024
Barito Utara,0,1.412,0.004,0.02,-,0.043,-,2024
Sukamara,0,1.507,0.015,0.008,0.002,0.056,0.002,2024
Lamandau,0,1.529,0.002,0.017,0.002,0.055,-,2024
Seruyan,0,1.467,0.003,0.022,0.001,0.041,0,2024
Katingan,0,1.464,0.004,0.011,0,0.033,-,2024
Pulang Pisau,0,1.631,0.004,0.038,0.001,0.069,0,2024
Gunung Mas,0,1.623,0.004,0.02,0,0.021,0,2024
Barito Timur,0,1.521,0.002,0.01,0.001,0.099,0,2024
Murung Raya,0,1.654,0.001,0.007,0,0.039,-,2024
Kota Palangka Raya,0,1.21,0.002,0.024,0.003,0.044,0.001,2024
Tanah Laut,0,1.532,0.002,0.043,0.001,0.058,0.001,2024
Kota Baru,0,1.539,0.005,0.039,0.002,0.096,0.001,2024
Banjar,0,1.545,0.002,0.071,0.003,0.075,0,2024
Barito Kuala,0,1.745,0.001,0.042,0.003,0.064,-,2024
Tapin,0,1.459,0.002,0.066,0.002,0.063,0,2024
Hulu Sungai Selatan,0,1.568,0.001,0.039,0.002,0.045,0,2024
Hulu Sungai Tengah,0,1.597,0.001,0.083,0.001,0.057,0.001,2024
Hulu Sungai Utara,0,1.528,0.002,0.045,0.001,0.075,0.002,2024
Tabalong,0,1.298,0.001,0.04,0.001,0.096,0.006,2024
Tanah Bumbu,0,1.272,0.006,0.025,0.008,0.055,0.001,2024
Balangan,0,1.487,0.003,0.035,0.005,0.086,0.001,2024
Kota Banjarmasin,0,1.315,0.001,0.038,0.003,0.038,0,2024
Kota Banjar Baru,0,1.174,0.001,0.043,0.001,0.059,0.001,2024
Paser,0,1.342,0.003,0.019,0.007,0.055,-,2024
Kutai Barat,0,1.406,0,0.026,0.005,0.056,-,2024
Kutai Kartanegara,0,1.437,0.006,0.04,0.003,0.07,0,2024
Kutai Timur,0,1.472,0.007,0.057,0.01,0.067,0.001,2024
Berau,0,1.391,0.005,0.044,0.004,0.059,0.001,2024
Penajam Paser Utara,0,1.419,0.005,0.05,0.001,0.073,0.001,2024
Mahakam Ulu,0,1.809,0.013,0.009,0.002,0.031,-,2024
Kota Balikpapan,0,1.247,0.001,0.038,0.004,0.063,0.003,2024
Kota Samarinda,0,1.159,0.002,0.056,0.009,0.057,0.002,2024
Kota Bontang,0,1.132,0.003,0.037,0.003,0.05,-,2024
Malinau,0,1.783,0.021,0.035,0.001,0.069,0.002,2024
Bulungan,0,1.371,0.007,0.031,0.002,0.068,0.002,2024
Tana Tidung,0,1.404,0.002,0.051,0.004,0.076,0.001,2024
Nunukan,0,1.428,0.016,0.034,0,0.116,0,2024
Kota Tarakan,0,1.264,0.005,0.038,0.003,0.079,0,2024
Bolaang Mongondow,0,1.923,0.004,0.034,0.014,0.045,-,2024
Minahasa,0,1.771,0.004,0.035,0.016,0.062,-,2024
Kepulauan Sangihe,0,1.663,0.001,0.005,0.001,0.037,-,2024
Kepulauan Talaud,0,1.658,-,0.002,0.001,0.049,-,2024
Minahasa Selatan,0,1.949,0.003,0.025,0.01,0.058,0,2024
Minahasa Utara,0,1.762,0.002,0.024,0.009,0.031,-,2024
Bolaang Mongondow Utara,0,1.718,0.006,0.021,0.01,0.04,-,2024
Siau Tagulandang Biaro,0,1.709,0.002,0.004,-,0.01,-,2024
Minahasa Tenggara,0,1.868,0.001,0.039,0.002,0.041,0,2024
Bolaang Mongondow Selatan,0,1.842,0.001,0.016,0.053,0.015,-,2024
Bolaang Mongondow Timur,0,1.968,0.001,0.01,0.018,0.025,-,2024
Kota Manado,0,1.539,-,0.013,0.007,0.024,0.005,2024
Kota Bitung,0,1.668,0.001,0.024,0.016,0.04,-,2024
Kota Tomohon,0,1.606,0.001,0.015,0.009,0.03,-,2024
Kota Kotamobagu,0,1.763,0.004,0.037,0.024,0.02,0,2024
Banggai Kepulauan,0,2.027,-,0.012,0,0.016,-,2024
Banggai,0,1.744,0.007,0.067,0.02,0.048,0,2024
Morowali,0,1.77,0.004,0.03,0.003,0.054,0.001,2024
Poso,0,1.938,0.013,0.062,0.005,0.06,0.001,2024
Donggala,0,2.13,0.012,0.079,0.034,0.066,0.001,2024
Toli-Toli,0,1.588,0.005,0.069,0.002,0.051,0.001,2024
Buol,0,1.575,0.004,0.109,0.003,0.046,0.003,2024
Parigi Moutong,0,1.744,0.005,0.068,0.009,0.051,0,2024
Tojo Una-Una,0,1.65,0.002,0.023,0.013,0.03,0,2024
Sigi,0,2.173,0.009,0.065,0.019,0.061,-,2024
Banggai Laut,0,2.03,0.002,0.005,0.002,0.01,-,2024
Morowali Utara,0,1.698,0.006,0.078,0.01,0.09,0,2024
Kota Palu,0,1.449,0.003,0.082,0.02,0.046,0.001,2024
Kepulauan Selayar,0,1.77,0.032,0.07,0.069,0.141,0.004,2024
Bulukumba,0,1.879,0.037,0.183,0.019,0.135,0.009,2024
Bantaeng,0,1.633,0.012,0.103,0.042,0.144,0.001,2024
Jeneponto,0,1.936,0.006,0.097,0.003,0.12,0.002,2024
Takalar,0,1.844,0.01,0.135,0.007,0.127,0.001,2024
Gowa,0,1.739,0.012,0.105,0.008,0.138,0,2024
Sinjai,0,1.852,0.014,0.159,0.015,0.12,0.01,2024
Maros,0,1.707,0.008,0.196,0.001,0.116,0.002,2024
Pangkajene dan Kepulauan,0,1.675,0.008,0.123,0.006,0.128,0.002,2024
Barru,0,1.87,0.015,0.055,0.001,0.122,0.003,2024
Bone,0,1.714,0.014,0.116,0.002,0.111,0.003,2024
Soppeng,0,1.754,0.015,0.09,0.002,0.076,0.001,2024
Wajo,0,1.571,0.015,0.104,0.005,0.075,0.007,2024
Sidenreng Rappang,0,1.699,0.012,0.127,0.01,0.069,0.001,2024
Pinrang,0,1.523,0.004,0.142,0.012,0.083,0.002,2024
Enrekang,0,1.749,0.019,0.098,0.012,0.075,0.001,2024
Luwu,0,1.656,0.019,0.08,0.005,0.068,0.001,2024
Tana Toraja,0,2.218,0.005,0.07,0.008,0.027,0.001,2024
Luwu Utara,0,1.844,0.008,0.112,0,0.089,0.001,2024
Luwu Timur,0,1.752,0.007,0.098,0.004,0.064,-,2024
Toraja Utara,0,1.956,0.012,0.035,-,0.02,-,2024
Kota Makasar,0,1.581,0.01,0.176,0.005,0.058,0.002,2024
Kota Parepare,0,1.49,0.004,0.129,0.004,0.055,0.013,2024
Kota Palopo,0,1.555,0.005,0.082,0.004,0.046,0.002,2024
Buton,0,1.728,0.016,0.258,0.051,0.059,0.002,2024
Muna,0,1.861,0.001,0.117,0.134,0.014,-,2024
Konawe,0,1.732,0.004,0.046,0.002,0.067,0.007,2024
Kolaka,0,1.712,0.006,0.039,0.002,0.078,0.003,2024
Konawe Selatan,0,1.736,0.002,0.072,0.006,0.063,0.006,2024
Bombana,0,1.965,0.002,0.138,0.007,0.071,0.002,2024
Wakatobi,0,1.995,0.002,0.129,0.031,0.036,-,2024
Kolaka Utara,0,1.739,0.009,0.104,0.002,0.07,0.003,2024
Buton Utara,0,1.979,0.012,0.103,0.008,0.032,0,2024
Konawe Utara,0,1.648,0.002,0.082,0.008,0.063,0,2024
Kolaka Timur,0,1.85,0.009,0.038,0.005,0.084,0.005,2024
Konawe Kepulauan,0,1.863,0,0.025,0.001,0.05,0,2024
Muna Barat,0,1.889,0.002,0.109,0.121,0.037,-,2024
Buton Tengah,0,1.703,0,0.071,0.058,0.012,-,2024
Buton Selatan,0,1.65,0.001,0.149,0.07,0.03,0.004,2024
Kota Kendari,0,1.578,0.002,0.047,0.002,0.049,0.001,2024
Kota Baubau,0,1.584,0.006,0.095,0.02,0.024,0.004,2024
Boalemo,0,1.818,0.002,0.125,0.108,0.048,-,2024
Gorontalo,0,1.766,0,0.093,0.08,0.026,-,2024
Pohuwato,0,1.803,0.001,0.064,0.035,0.012,-,2024
Bone Bolango,0,1.657,-,0.058,0.047,0.02,-,2024
Gorontalo Utara,0,1.75,0.001,0.17,0.017,0.01,-,2024
Kota Gorontalo,0,1.715,0.001,0.057,0.027,0.016,-,2024
Majene,0,1.836,0.005,0.117,0.002,0.134,0.002,2024
Polewali Mandar,0,2.192,0.009,0.036,0.005,0.086,0,2024
Mamasa,0,2.083,0.009,0.024,0.01,0.027,0,2024
Mamuju,0,1.949,0.008,0.047,0.004,0.072,0.001,2024
Mamuju Utara,0,1.767,0.006,0.095,0.01,0.08,0.001,2024
Mamuju Tengah,0,1.757,0.007,0.063,0.006,0.103,0,2024
Maluku Tenggara Barat,0,1.67,0.001,0.245,0.027,0.025,0.008,2024
Maluku Tenggara,0,1.783,0.005,0.216,0.019,0.027,0,2024
Maluku Tengah,0,1.523,0.001,0.008,0.002,0.042,-,2024
Buru,0,1.69,0.001,0.027,0.001,0.036,0,2024
Kepulauan Aru,0,1.333,0.001,0.025,0.007,0.011,-,2024
Seram Bagian Barat,0,1.279,0.002,0.019,0.001,0.034,0.001,2024
Seram Bagian Timur,0,1.246,0.002,0.011,0,0.067,-,2024
Maluku Barat Daya,0,1.912,0.004,0.049,0.368,0.028,0,2024
Buru Selatan,0,1.45,0.004,0,0.001,0.031,0,2024
Kota Ambon,0,1.615,0.003,0.028,0,0.033,0.002,2024
Kota Tual,0,1.811,0.014,0.281,0.007,0.113,0.001,2024
Halmahera Barat,0,1.635,0.001,0.013,0.001,0.026,-,2024
Halmahera Tengah,0,1.5,0.002,0.031,0.002,0.039,-,2024
Kepulauan Sula,0,1.726,0.001,0.024,0.006,0.027,0.003,2024
Halmahera Selatan,0,1.603,0.012,0.042,0.001,0.029,0,2024
Halmahera Utara,0,1.462,0,0.023,0,0.05,-,2024
Halmahera Timur,0,1.257,0,0.032,0.003,0.049,0,2024
Pulau Morotai,0,1.521,0.034,0.03,0.002,0.076,-,2024
Pulau Taliabu,0,1.58,-,0.006,-,0.017,-,2024
Kota Ternate,0,1.48,-,0.009,0,0.016,-,2024
Kota Tidore Kepulauan,0,1.379,0.001,0.042,0.009,0.036,0,2024
Fakfak,0,1.495,0.002,0.009,-,0.045,-,2024
Kaimana,0,1.451,0.004,0.021,0,0.054,-,2024
Teluk Wondama,0,1.157,0,0.011,0.002,0.034,0,2024
Teluk Bintuni,0,1.323,0.005,0.018,0,0.039,0,2024
Manokwari,0,1.497,0.004,0.012,0.003,0.064,0,2024
Manokwari Selatan,0,1.562,-,0.032,0.001,0.015,0.001,2024
Pegunungan Arfak,0,1.227,0,0.061,0,0.003,-,2024
Raja Ampat,0,1.467,0,0.016,0.001,0.124,-,2024
Sorong,0,1.427,0.002,0.027,0.002,0.059,0.002,2024
Sorong Selatan,0,0.723,0.008,0.004,-,0.012,-,2024
Maybrat,0,1.161,0.001,0.021,0.001,0.034,-,2024
Tambrauw,0,1.254,0.001,0.014,-,0.015,-,2024
Kota Sorong,0,1.505,0.003,0.03,0.001,0.046,0.001,2024
Jayapura,0,1.186,0.001,0.02,0.002,0.036,0.001,2024
Kepulauan Yapen,0,1.333,0.002,0.031,-,0.054,-,2024
Biak Numfor,0,1.456,-,0.006,-,0.028,-,2024
Sarmi,0,1.472,-,0.011,-,0.01,-,2024
Keerom,0,1.44,0.004,0.066,0.002,0.059,-,2024
Waropen,0,1.288,0,0.003,0,0.019,-,2024
Supiori,0,1.504,-,0.008,-,0.046,-,2024
Mamberamo Raya,0,1.031,-,-,-,-,-,2024
Kota Jayapura,0,1.218,-,0.013,0.001,0.025,-,2024
Merauke,0,1.033,0.001,0.007,0.001,0.011,0.003,2024
Boven Digoel,0,1.515,0.001,0.076,0.005,0.047,0.003,2024
Mappi,0,1.002,0.001,0.004,0.001,0.013,-,2024
Asmat,0,0.882,0.001,-,-,0.007,-,2024
Mimika,0,1.281,0,0.026,0.001,0.029,0,2024
Dogiyai,0,0.997,-,0.089,0,0.003,-,2024
Deiyai,0,0.896,-,0.002,0.001,0.027,-,2024
Nabire,0,1.463,0.001,0.041,0.001,0.065,0,2024
Paniai,0,0.893,-,0.008,0,0.054,-,2024
Intan Jaya,0,0.922,-,0.011,0.001,0.006,-,2024
Puncak,0,0.187,-,-,-,-,-,2024
Puncak Jaya,0,1.202,-,0.008,-,0.001,-,2024
Nduga,0,0.407,0,0.083,0.001,-,-,2024
Jayawijaya,0,1.213,0.001,0.048,0,0.007,-,2024
Lanny Jaya,0,1.688,-,0.375,-,0.001,-,2024
Tolikara,0,1.138,-,0.161,-,-,-,2024
Mamberamo Tengah,0,0.44,0.001,0.265,0.001,-,-,2024
Yalimo,0,1.122,0,0.089,0,-,-,2024
Yahukimo,0,0.447,-,0.025,-,-,-,2024
Pegunungan Bintang,0,0.55,-,0.002,-,-,-,2024
